experiment,config_name,dataset,condition,condition_value,model,seed,n_train,n_test,treated_fraction_train,fit_seconds,pehe,abs_ate_error,cate_mae,cate_bias,ate_true,ate_hat,policy_value,policy_regret,optimal_policy_value,pehe_tau_q1,pehe_tau_q2,pehe_tau_q3,pehe_tau_q4,diag_treated_fraction,diag_ps_min,diag_ps_max,diag_ps_frac_below_0.1,diag_ps_frac_above_0.9,diag_ps_ks_treated_vs_control,diag_smd_mean,diag_smd_max,diag_smd_frac_above_0.1,diag_true_ps_min,diag_true_ps_max,error
sample_size,sample_size_synthetic,synthetic,train_fraction,0.25,s_learner,0,2000,2000,0.4965,1.8922276496887207,0.5341900710590886,0.33183030807868097,0.4036042989234337,-0.3318303080786809,0.9761767889127134,0.6443464808340325,0.9140306402861531,0.008535206173789,0.9225658464599421,0.2400074896835598,0.32690990356782407,0.4444717392830069,0.8828404844003627,0.4965,0.01591670570181314,0.95923024009924,0.017,0.0155,0.3518272395347372,0.10823195210634422,0.508270944517729,0.2,0.01751464613977833,0.9618833171064568,
sample_size,sample_size_synthetic,synthetic,train_fraction,0.25,s_learner,1,2000,2000,0.5055,1.873784065246582,0.5522823480059043,0.36875839385385667,0.4183896309668387,-0.3687583938538566,0.9952623742528588,0.6265039803990021,0.976534116013704,0.01096547083045607,0.9874995868441601,0.2512822988103959,0.3300200690451447,0.43744452899465464,0.9255535706053457,0.5055,0.0406199880839183,0.9631609820827582,0.0095,0.01,0.351109484247594,0.09548972103644858,0.5286198822790243,0.2,0.04234546613902313,0.9632777834711028,
sample_size,sample_size_synthetic,synthetic,train_fraction,0.25,s_learner,2,2000,2000,0.494,1.8433828353881836,0.49599587515410204,0.3166978842532535,0.3682641881945042,-0.3166978842532534,1.0092771305266088,0.6925792462733553,1.0409454706098535,0.005469000959200443,1.046414471569054,0.22701601859812134,0.33913099363102694,0.36241055441773407,0.8283478250015839,0.494,0.024693553509569376,0.9816975522694102,0.016,0.017,0.37739434478564915,0.11160235344306005,0.5556973330038625,0.25,0.028493854809535837,0.9793669573259696,
sample_size,sample_size_synthetic,synthetic,train_fraction,0.25,s_learner,3,2000,2000,0.5025,1.8628180027008057,0.5230805963268111,0.28784652209025985,0.3656828124968032,-0.28784652209025996,1.0015045942012186,0.7136580721109588,1.0192990208842991,0.003182121108725733,1.0224811419930249,0.21352867794948813,0.28921064582867534,0.3704429936407951,0.9099384240207683,0.5025,0.026927799794770425,0.981832123983284,0.0225,0.0225,0.3783544588614715,0.1078966977974429,0.5600351045142129,0.2,0.029809311630449413,0.9773516795517425,
sample_size,sample_size_synthetic,synthetic,train_fraction,0.25,s_learner,4,2000,2000,0.499,1.8017542362213135,0.5296314238743541,0.33322535636225314,0.3882619991018457,-0.33322535636225303,1.0237232477201006,0.6904978913578474,1.0309867871452905,0.005535989125274421,1.0365227762705649,0.22147224846973082,0.32083428194449914,0.4305755717057306,0.88580915797812,0.499,0.019130738827137093,0.9411522446963847,0.016,0.009,0.34628938515754065,0.09799965685468424,0.5164277780175097,0.2,0.017193404491357145,0.9507078527340893,
sample_size,sample_size_synthetic,synthetic,train_fraction,0.25,s_learner,5,2000,2000,0.496,1.8480677604675293,0.5043163730618283,0.2463877381780447,0.35745677690392647,-0.2463877381780447,0.9979068192407434,0.7515190810626987,0.9707024900845738,0.004653101995107045,0.9753555920796808,0.25330757172622276,0.3132073234706118,0.3600406318103773,0.8517318865870135,0.496,0.03722905871351405,0.9540930075730065,0.0145,0.01,0.3422459037378392,0.09953645430623613,0.5593370571313186,0.15,0.030600398478788298,0.9568237030334104,
sample_size,sample_size_synthetic,synthetic,train_fraction,0.25,s_learner,6,2000,2000,0.5075,1.7980244159698486,0.42988422041085883,0.280125393177201,0.3305173449695639,-0.280125393177201,0.972925580160135,0.692800186982934,0.9371101147933975,0.002458445734681236,0.9395685605280787,0.19316522175511194,0.33029729736968594,0.3906013711543827,0.6634932050442591,0.5075,0.030657162484477557,0.9748245198802215,0.0155,0.0155,0.364682053462029,0.11457046286590258,0.5670882294756497,0.15,0.02281681048745643,0.9758864729507553,
sample_size,sample_size_synthetic,synthetic,train_fraction,0.25,s_learner,7,2000,2000,0.4835,1.810537338256836,0.6293225300921129,0.4145906075851147,0.4665997904920328,-0.41459060758511473,1.009776751687524,0.5951861441024093,0.9262489893880824,0.009020041810798851,0.9352690311988813,0.22689591495234787,0.3443330516672934,0.497145880366252,1.0802714262945419,0.4835,0.03139338842175968,0.9638621988536242,0.0105,0.0065,0.3205170430598922,0.08884710317179234,0.5440505968094766,0.15,0.026400303748895845,0.9722988721459459,
sample_size,sample_size_synthetic,synthetic,train_fraction,0.25,s_learner,8,2000,2000,0.499,1.8553826808929443,0.5855425153952755,0.3641857411456544,0.4204591038593408,-0.36418574114565444,1.0128692173154303,0.648683476169776,1.0506368406284603,0.00489175394510033,1.0555285945735606,0.22858739905928838,0.27435128375713685,0.41457420367961606,1.0353972923845407,0.499,0.032824552259583084,0.9580947139351639,0.01,0.012,0.37282749130996523,0.10176526880037833,0.5657267084082762,0.2,0.027639494982361488,0.9565792177533562,
sample_size,sample_size_synthetic,synthetic,train_fraction,0.25,s_learner,9,2000,2000,0.5115,1.8300514221191406,0.628905812877932,0.4368678995623917,0.4902341610821919,-0.4368678995623918,0.9977204602086691,0.5608525606462774,0.9837950258494816,0.010218572000170734,0.9940135978496524,0.2418156588967188,0.3645260700856462,0.5249818740923278,1.055997182335908,0.5115,0.036060637870939355,0.9733996825006689,0.023,0.026,0.4012582656225143,0.11030095933429913,0.5738401064711371,0.2,0.03776705813055328,0.9536878646495706,
